4.391e-05,-0.00043822,0.004277,-0.075866
0,-0.00024865,0.0078327,0.13624
0,0.00012278,0.00093371,-0.042667
9.0402e-05,-0.00080784,0.0025487,0.021824
0,-0.00067845,0.008543,-0.084459
0,-0.00073479,0.0018153,0.13264
-4.7482e-05,0.00050387,-0.0044035,-0.01681
-2.5408e-05,-0.00029969,0.007349,0.019079
-5.5202e-05,0.00043083,0.0041905,0.1244
0,0,-0.0072977,0.1131
1.2814e-05,0.00033482,-0.0081108,0.060993
-3.3464e-05,0.00021947,0.0035567,0.055714
1.3169e-05,-0.00011485,-0.0030007,0.108
0,7.7582e-05,-0.0040752,0.043007
1.612e-05,-0.00014133,-0.0012327,0.017049
6.3803e-06,-4.3271e-05,-0.0012496,0.038142
1.809e-05,-0.00022265,-0.0014405,0.029397
