0,0,0.010998,0.029858
0,0,0.0032973,-0.21267
0,-0.00028604,-0.013367,-0.1209
1.4447e-05,-0.00032052,-5.8894e-05,0.24085
0,0,0.010262,0.10533
-1.6664e-05,-4.4754e-05,0.0025594,-0.24899
2.2023e-05,0.00023858,-0.011434,-0.035163
0,0,0.0018402,0.21285
0,0,0.0026158,-0.031685
0,5.4818e-05,-0.0010494,-0.14385
1.2669e-05,1.9226e-05,-0.003033,0.071821
0,-7.3669e-05,0.0017046,0.062738
-6.4184e-06,2.2154e-05,0.00099911,-0.095222
9.3088e-06,1.4628e-05,-0.0014101,-0.022389
0,-2.7066e-05,-0.00059039,0.086417
